         8472894 function calls (8457698 primitive calls) in 465.529 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
     7937    0.006    0.000    0.006    0.000 {method '_checkClosed' of '_io._IOBase' objects}
     7937    0.007    0.000    0.013    0.000 {method '_checkReadable' of '_io._IOBase' objects}
    29131    0.013    0.000    0.013    0.000 {method 'acquire' of '_thread.RLock' objects}
     8408    0.006    0.000    0.006    0.000 {method 'acquire' of '_thread.lock' objects}
     4782    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
   288868    0.031    0.000    0.031    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       95    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
     4551    0.003    0.000    0.003    0.000 {method 'clear' of 'dict' objects}
     4198    0.016    0.000    0.046    0.000 {method 'close' of '_io.BufferedReader' objects}
       42    0.421    0.010    0.421    0.010 {method 'connect' of '_socket.socket' objects}
     8398    0.005    0.000    0.005    0.000 {method 'copy' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
    16792    0.006    0.000    0.006    0.000 {method 'count' of 'str' objects}
    37782    0.017    0.000    0.017    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
   185344    0.063    0.000    0.063    0.000 {method 'encode' of 'str' objects}
     7182    0.002    0.000    0.002    0.000 {method 'end' of '_sre.SRE_Match' objects}
    12821    0.005    0.000    0.005    0.000 {method 'endswith' of 'str' objects}
    44340    0.004    0.000    0.004    0.000 {method 'extend' of 'bytearray' objects}
     8396    0.004    0.000    0.004    0.000 {method 'extend' of 'collections.deque' objects}
    16934    0.007    0.000    0.008    0.000 {method 'extend' of 'list' objects}
     4156    0.002    0.000    0.002    0.000 {method 'fileno' of '_socket.socket' objects}
      626    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
   112323    0.036    0.000    0.036    0.000 {method 'find' of 'str' objects}
      130    0.479    0.004    0.479    0.004 {method 'findall' of '_sre.SRE_Pattern' objects}
     4198    0.005    0.000    0.005    0.000 {method 'flush' of '_io.BufferedReader' objects}
      957    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
    16792    0.017    0.000    0.017    0.000 {method 'fullmatch' of '_sre.SRE_Pattern' objects}
   260970    0.050    0.000    0.050    0.000 {method 'get' of 'dict' objects}
      268    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
     8396    0.007    0.000    0.007    0.000 {method 'groups' of '_sre.SRE_Match' objects}
     8396    0.004    0.000    0.004    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      746    0.001    0.000    0.001    0.000 {method 'isalnum' of 'str' objects}
   203260    0.009    0.000    0.009    0.000 {method 'isalpha' of 'bytearray' objects}
      585    0.000    0.000    0.000    0.000 {method 'isalpha' of 'bytes' objects}
      165    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
      702    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
     4362    0.001    0.000    0.001    0.000 {method 'items' of 'collections.OrderedDict' objects}
    37889    0.006    0.000    0.006    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
43260/33584    0.022    0.000  211.777    0.006 {method 'join' of 'bytes' objects}
    78861    0.013    0.000    0.014    0.000 {method 'join' of 'str' objects}
    17266    0.003    0.000    0.003    0.000 {method 'keys' of 'dict' objects}
   873807    0.092    0.000    0.092    0.000 {method 'lower' of 'str' objects}
    42021    0.013    0.000    0.013    0.000 {method 'lstrip' of 'str' objects}
    49203    0.060    0.000    0.060    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       20    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
   126123    0.021    0.000    0.021    0.000 {method 'partition' of 'str' objects}
     4198    0.011    0.000    0.011    0.000 {method 'pop' of 'collections.OrderedDict' objects}
    29419    0.005    0.000    0.005    0.000 {method 'pop' of 'dict' objects}
     8855    0.004    0.000    0.004    0.000 {method 'pop' of 'list' objects}
    33625    0.003    0.000    0.003    0.000 {method 'popleft' of 'collections.deque' objects}
     9676    0.012    0.000    0.013    0.000 {method 'read' of '_io.BufferedReader' objects}
      179    0.004    0.000    0.004    0.000 {method 'read' of '_io.FileIO' objects}
     8396    0.006    0.000    0.006    0.000 {method 'read' of '_io.StringIO' objects}
    51050    0.155    0.000  455.599    0.009 {method 'readline' of '_io.BufferedReader' objects}
     8396    0.029    0.000    0.029    0.000 {method 'readlines' of '_io._IOBase' objects}
     7937  455.378    0.057  455.378    0.057 {method 'recv_into' of '_socket.socket' objects}
    29131    0.005    0.000    0.005    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       40    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      109    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
     8415    0.006    0.000    0.006    0.000 {method 'rfind' of 'str' objects}
    26734    0.005    0.000    0.005    0.000 {method 'rpartition' of 'str' objects}
      368    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
    29386    0.037    0.000    0.037    0.000 {method 'rstrip' of 'bytes' objects}
    34296    0.008    0.000    0.008    0.000 {method 'rstrip' of 'str' objects}
    65954    0.134    0.000    0.134    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
    16792    0.005    0.000    0.005    0.000 {method 'seek' of '_io.StringIO' objects}
     4198    0.071    0.000    0.071    0.000 {method 'sendall' of '_socket.socket' objects}
    29427    0.016    0.000    0.016    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
    16834    0.003    0.000    0.003    0.000 {method 'setdefault' of 'dict' objects}
       42    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       21    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
     4240    0.013    0.000    0.013    0.000 {method 'settimeout' of '_socket.socket' objects}
     4680    0.009    0.000    0.009    0.000 {method 'sort' of 'list' objects}
     9071    0.013    0.000    0.013    0.000 {method 'split' of 'bytes' objects}
    84378    0.051    0.000    0.051    0.000 {method 'split' of 'str' objects}
    17955    0.008    0.000    0.008    0.000 {method 'startswith' of 'bytearray' objects}
   111004    0.033    0.000    0.033    0.000 {method 'startswith' of 'str' objects}
     4198    0.001    0.000    0.001    0.000 {method 'strip' of 'bytes' objects}
   188914    0.021    0.000    0.021    0.000 {method 'strip' of 'str' objects}
    58782    0.082    0.000    0.082    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
     8397    0.003    0.000    0.003    0.000 {method 'toordinal' of 'datetime.date' objects}
       32    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
     8396    0.006    0.000    0.006    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
     4681    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
    25349    0.006    0.000    0.006    0.000 {method 'upper' of 'str' objects}
    16792    0.004    0.000    0.004    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      460    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
     4198    0.005    0.000    0.005    0.000 {method 'write' of '_io.StringIO' objects}
     4452    0.001    0.000    0.001    0.000 {method 'zfill' of 'str' objects}


